PBS	Lo	Med	Hi	AveExpr	F	P.Value	adj.P.Val
Gmds	4.08545272860427	4.12840053516886	3.93902252343966	3.98628577074995	4.03479038949069	2946.78230814543	1.09091628711583e-20	3.95624274667442e-20
Xiap	6.97224877447212	7.72193524184434	7.55668867534781	7.41254534970793	7.41585451034305	2945.68646233053	1.09382061459026e-20	3.96592267977083e-20
Mrpl50	5.06353256901877	5.29901247997883	5.30176678572202	5.10335839571983	5.19191755760986	2945.36646840374	1.09467035825008e-20	3.96815064100669e-20
Os9	7.91729495348224	7.39189448937069	7.46760211774933	7.57561180612832	7.58810084168264	2945.0072718293	1.09562510090568e-20	3.9707581815591e-20
Zmynd19	4.39525102579013	4.39638788617886	4.32050797391594	4.33351138790246	4.36141456844685	2944.64193679385	1.09659713318461e-20	3.97342724928568e-20
Adgra3	4.61115170518439	4.66227599991482	4.61780705285433	4.52745294604633	4.60467192599997	2944.52465896003	1.09690937798488e-20	3.97370499967161e-20
Fam213a	5.1024144878368	4.85815165883862	5.03236254622245	4.95406198236194	4.98674766881495	2944.07637759585	1.09810383297056e-20	3.97717787217401e-20
Gtf2f2	4.7255978603663	4.93410459349164	4.84841891359748	4.64690049273626	4.78875546504792	2943.22722730162	1.1003704773246e-20	3.98453173916573e-20
Arhgef1	4.89219366626259	4.79983123259204	4.72279058623886	4.92883617975073	4.83591291621106	2938.35040231814	1.1134919448369e-20	4.03032013140289e-20
Zfp61	3.97919940775855	3.77305273225725	3.81696849588744	3.81535001284029	3.84614266218588	2938.34989500529	1.11349331904532e-20	4.03032013140289e-20
Slc11a2	4.69244114726913	4.5101479623267	4.6775064352825	4.63790789552645	4.62950086010119	2938.07556232781	1.11423671426757e-20	4.03214560385135e-20
Cdr2	5.80943322602924	5.54440939033235	5.65689666062648	5.35144958121227	5.59054721455009	2937.36473050901	1.11616558157025e-20	4.03825930166139e-20
Rpap2	4.32431834829259	4.39878280326802	4.34219373113005	4.24065532760781	4.32648755257462	2936.99892413721	1.11715969305961e-20	4.04027676297261e-20
Sec23b	6.82874648294061	6.86711179845483	6.79105004985903	6.77573256521145	6.81566022411648	2936.91107429425	1.11739858309905e-20	4.04027676297261e-20
Tmub2	4.99951801082317	4.73521281165617	4.71007246992169	4.76016011929364	4.80124085292367	2936.89517828296	1.1174418153357e-20	4.04027676297261e-20
Map1lc3a	5.08640368588178	4.84702011878239	4.78246354775112	4.94185461834007	4.91443549268884	2936.39821926317	1.11879435213744e-20	4.04430011519549e-20
Vmac	5.94901382966946	5.72937814371936	5.64803778624845	5.79349920798722	5.77998224190612	2935.98443814244	1.11992193339657e-20	4.04750873164773e-20
Cldnd1	5.05611462705751	5.15993982283285	5.26338722793472	5.23016091394752	5.17740064794315	2935.81528655166	1.12038325572409e-20	4.04830856347435e-20
N4bp2l2	6.79017508668139	7.25677766905489	7.27821874125641	7.04321527462493	7.0920966929044	2935.32355810146	1.12172556316585e-20	4.05229065622581e-20
Eya3	5.49789471857016	5.18699783510412	5.41367232067444	5.40326401974995	5.37545722352467	2934.79326481584	1.12317519843036e-20	4.05665868777835e-20
Acad8	4.51758581001907	4.57935706235419	4.5881967120425	4.67454264693453	4.58992055783757	2933.95467559629	1.12547196638559e-20	4.06408384864606e-20
Ift20	5.70757926853386	6.04352655027645	5.74790033172121	5.50242667245156	5.75035820574577	2932.39348033393	1.12976211557593e-20	4.07870239799213e-20
Dlk1	9.0291156211795	9.11015795470605	8.91442916028256	9.24718581415615	9.07522213758106	2932.21921667534	1.13024214566321e-20	4.07956222360397e-20
AC126457.1	3.47902972187353	3.40516983068367	3.37729462234083	3.53029391658482	3.44794702287071	2932.10121174178	1.13056733636692e-20	4.07986291452736e-20
Ipo4	5.0521889968539	4.96593743989589	4.81931182644218	4.87403698082365	4.92786881100391	2931.82927827467	1.13131711989226e-20	4.08169537138454e-20
Urb1	4.55127711310805	4.28673454550624	4.41685295414481	4.43206912393363	4.42173343417318	2931.72414794559	1.13160714043566e-20	4.08186861371433e-20
Pip5k1c	6.45494492511395	6.00871930008769	6.1364094286792	6.3119140085884	6.22799691561731	2931.21657078652	1.13300857419939e-20	4.0852612748328e-20
Taf2	4.96198009634428	5.29664228644499	5.16719966596107	5.0937170474864	5.12988477405919	2931.16358149095	1.13315499302225e-20	4.0852612748328e-20
Vps45	4.91745575143434	4.97144783140502	4.83197231404601	4.76511868256797	4.87149864486333	2931.12041222902	1.1332742932912e-20	4.0852612748328e-20
Nrg1	4.74396291204799	5.23853912184397	5.0873893150387	4.95528429004734	5.0062939097445	2930.54279161308	1.13487195278352e-20	4.08956277019601e-20
Lnx2	4.23440893553844	4.24913125789996	4.17420126785504	4.14542945121928	4.20079272812818	2930.51370547294	1.13495247093659e-20	4.08956277019601e-20
Map1s	4.92376965496405	4.4671611174147	4.84912638961728	4.91833838615002	4.78959888703651	2930.21808818854	1.13577118747769e-20	4.09140356137966e-20
Lcmt1	4.50206246806429	4.43927564001092	4.39060547656324	4.37601263692888	4.42698905539183	2930.15410732412	1.13594847204251e-20	4.09140356137966e-20
Bccip	5.11949977942229	5.30105747323671	5.20444317664168	5.00132379424104	5.15658105588543	2930.05053291877	1.13623553319989e-20	4.09156377849755e-20
Atg4c	3.93210605301271	4.30642142107132	4.24320278695099	4.22389411494824	4.17640609399581	2929.91496186636	1.13661139945595e-20	4.0920436445301e-20
Dynlrb1	5.26714611496344	4.79180273464276	4.94000633937386	4.92071870700232	4.9799184739956	2929.50681997066	1.13774381511252e-20	4.09524646382902e-20
Ndufb6	4.35827024012892	4.15873552737251	4.02665778430841	4.00372828878546	4.13684796014883	2929.15698600471	1.13871547521682e-20	4.09786940910649e-20
Slc9a7	5.62122091532195	5.33881876315757	5.37829919909488	5.45753522411516	5.44896852542239	2928.6160747308	1.14021971276501e-20	4.10240740085482e-20
Bicd1	6.50666542054131	7.17500580500913	7.08167421206572	6.95311404655969	6.92911487104396	2927.96558871495	1.14203167045093e-20	4.10805037012066e-20
Ptrh2	4.46378461416112	4.3737516419405	4.527444509011	4.42652223235613	4.44787574936719	2927.33178421938	1.14380031821867e-20	4.11353517428449e-20
Atg13	5.19380827980029	5.32138325566301	5.03843699309542	5.240418232103	5.19851169016543	2927.22338996251	1.14410310767631e-20	4.11374698724713e-20
Rnf187	5.9761547459226	5.57945917779166	5.65252544880398	5.82896873464064	5.75927702678972	2926.39682593554	1.14641504550813e-20	4.12118128145472e-20
Nkiras1	4.37124768048662	4.3410414628234	4.35544236163847	4.2185314354688	4.32156573510433	2925.23723827012	1.14966744607051e-20	4.13199250220995e-20
Orc5	4.3230682099005	4.82312282870558	4.62887210209275	4.66091993545932	4.60899576903954	2923.90661396187	1.15341253331481e-20	4.14456949284639e-20
Tlr4	4.50721175210405	5.06685771273726	5.03332576841834	4.79829993744685	4.85142379267662	2923.42063770754	1.154783794881e-20	4.14861304968216e-20
Mme	4.61019680586662	4.79372436218715	4.89591762433731	4.95412857756977	4.81349184249021	2923.13119109201	1.15560139872845e-20	4.1506662675368e-20
Smpdl3a	5.27406050273244	5.36881667661775	5.27156617077403	5.09220951759002	5.25166321692856	2922.91824715641	1.15620332563708e-20	4.15194411188431e-20
Me2	4.5259657579861	4.3640410860684	4.44641807497903	4.38764073685228	4.43101641397145	2922.8311813037	1.15644953689488e-20	4.15194430370496e-20
Notch3	4.53457895713345	4.28954077262131	4.41429709932028	4.53890704821833	4.44433096932334	2922.29356412167	1.1579711748619e-20	4.15652262319551e-20
Hist2h2be	4.62774444722283	4.46677987612434	4.46718501124661	4.48194021002876	4.51091238615564	2921.44786449215	1.16036941036782e-20	4.16424486056893e-20
Nat10	4.39603257860783	4.29904425571259	4.27492908157445	4.38283786048421	4.33821094409477	2920.99307804145	1.16166143438603e-20	4.16799477000407e-20
Pim2	4.17535507289585	3.99678925762038	4.099778641891	4.0098317432156	4.07043867890571	2920.16678055667	1.16401309941247e-20	4.17482338044155e-20
Rpf1	3.78050726400642	3.76052320422331	3.95846236920365	3.83979738306369	3.83482255512427	2920.15043839657	1.16405966432778e-20	4.17482338044155e-20
Zfp260	7.17234892230918	7.89813215708486	7.73373178217689	7.4191336066376	7.55583661705213	2919.00680270454	1.16732358841647e-20	4.18563923593127e-20
Slc37a4	3.9820023444729	3.80178606437465	3.75826786265368	4.00854318289633	3.88764986359939	2917.81851309863	1.17072600829918e-20	4.1969469887316e-20
Patl1	3.91034721938349	4.00299833055664	4.09352922603351	3.94098744536023	3.98696555533347	2916.90071275045	1.17336167567149e-20	4.20550178146005e-20
C1galt1	6.38742779594903	7.16567193302896	6.98721143620379	6.8135015887817	6.83845318849087	2916.39275346409	1.17482330030329e-20	4.20984589042184e-20
Tulp3	4.75815493752364	4.87090088131684	4.74132682831621	4.87662488990751	4.81175188426605	2915.69332535319	1.17683926285316e-20	4.21538850173776e-20
Fgd4	6.59532838952739	7.25844432446803	7.06138449963063	6.78291019631577	6.92451685248546	2915.68270953866	1.1768698911889e-20	4.21538850173776e-20
Ddx19a	4.71693457665706	4.63319403581198	4.6715072201176	4.64690685475635	4.66713567183575	2914.82430650966	1.17934953175537e-20	4.2233733656301e-20
Chchd4	4.56604534192137	4.51049233852712	4.59724834232288	4.5812937250885	4.56376993696497	2914.43945425637	1.18046317462906e-20	4.22646409816778e-20
Zfp105	4.11217351301268	4.18568546754867	4.17728586884227	4.05032559386509	4.13136761081718	2914.027857515	1.18165553429247e-20	4.22983529221372e-20
Gba2	4.63019529960518	4.53280319213129	4.41673675785986	4.61364869641462	4.54834598650274	2913.47975698295	1.18324546503194e-20	4.23462789278457e-20
Pla2g7	5.60584379867735	5.45597881694809	5.42146624569382	5.35218879266381	5.45886941349577	2913.21300776778	1.18402013345013e-20	4.23650139815513e-20
Msl3l2	4.54054610719794	4.59900020637411	4.64095659962088	4.50943047891618	4.57248334802728	2912.8177854642	1.1851689644376e-20	4.23971260300508e-20
Plaa	5.92960605079461	6.21192816008156	6.25716752457049	6.07997204286114	6.11966844457695	2912.51098218914	1.18606165518265e-20	4.24200634816916e-20
Chchd3	5.81158217338756	6.10326158583969	5.88792720872618	5.7592402338898	5.8905028004608	2912.09594375871	1.18727049236061e-20	4.24501141057503e-20
Usp16	5.38952445843315	5.77818426706902	5.78554743406897	5.49836956712402	5.61290643167379	2912.04971683451	1.18740521936877e-20	4.24501141057503e-20
Cox6a1	6.17177005573845	5.78856625850793	5.73910159630196	5.89882095963995	5.89956471754707	2911.60751523311	1.18869488383152e-20	4.24872146759616e-20
Ncapg2	4.22714621968392	4.96398049444451	4.79330196502722	4.62696771173956	4.6528490977238	2911.27273769645	1.18967231186012e-20	4.25077075869046e-20
Slc8a1	4.93454294932786	5.21121095095297	5.13547963012286	5.07729847328082	5.08963300092112	2911.1996866688	1.18988571588312e-20	4.25077075869046e-20
Bsdc1	5.91548515744789	5.63900979535095	5.5486326343003	5.72277644590966	5.7064760082522	2911.1522624954	1.19002427951244e-20	4.25077075869046e-20
Ptpn4	7.62370748640557	8.26683670834174	8.08322971163653	7.80593790774386	7.94492795353193	2910.96410905415	1.19057420621355e-20	4.25183466783907e-20
Psmc5	5.79416201804968	5.27562858346651	5.33041695173379	5.39633792006107	5.44913636832776	2910.2284290986	1.19272720158181e-20	4.2579969527249e-20
Bola3	3.94195774879851	3.91217184147903	3.92254290251651	3.74792580665376	3.88114957486195	2910.20200182984	1.19280462451089e-20	4.2579969527249e-20
Zfp788	5.45506166628487	5.8936944548799	5.82816485128512	5.61651951476604	5.69836012180398	2909.43036407054	1.19506778854795e-20	4.26517316746471e-20
Kctd2	4.7455132191552	4.53594664932232	4.40819781386433	4.48499550648402	4.54366329720647	2908.19808424787	1.1986921419634e-20	4.27720337603059e-20
Mrps27	3.39331095550313	3.31995417665081	3.30519672460306	3.36300684760766	3.34536717609117	2907.64949789675	1.20030966034103e-20	4.28206917110239e-20
Mrpl3	4.94838295960904	5.14049024766367	5.05309205656673	4.93976270522684	5.02043199226657	2907.47994746066	1.20081008649101e-20	4.28294855759017e-20
Stub1	5.43814856777905	5.03185340990701	5.04661867039918	5.13321772407973	5.16245959304124	2906.81974364987	1.20276093727462e-20	4.28899973129196e-20
Pank4	4.23339125333049	4.13284214580042	4.0765780525433	4.23462734367224	4.16935969883661	2906.62131089897	1.20334799639702e-20	4.29018614568347e-20
Mat2a	6.08989194189635	6.10992674332552	6.26734894495031	5.9859862087934	6.1132884597414	2905.68614338745	1.20611906964287e-20	4.29915687820504e-20
Capn15	4.19380798330146	4.15291353573323	4.2124640963848	4.34280568052438	4.22549782398597	2904.69776791113	1.20905571604752e-20	4.30871387335167e-20
Tspan31	5.58164769771869	5.30306630201925	5.20046109308253	5.31055365612872	5.3489321872373	2904.37266486989	1.21002343774639e-20	4.3112516528239e-20
Fam172a	5.07123419509187	5.29172041068426	5.32464277130098	5.25733374238657	5.23623277986592	2903.30935836032	1.21319471200145e-20	4.32163784737667e-20
Dvl2	4.14448613579047	3.94735995652512	4.1568531248237	4.22093790690313	4.1174092810106	2902.96714751481	1.21421735790114e-20	4.32436743575138e-20
Tmem186	4.52186800403084	4.31912812379442	4.46404423642663	4.45541676215461	4.44011428160163	2902.21636671191	1.21646439797238e-20	4.33145556271903e-20
Brd3os	3.9992002781405	3.89537665463814	3.88688721385115	3.92835018422235	3.92745358271303	2902.10901377004	1.21678608574837e-20	4.33168655726418e-20
Pcsk1n	8.19580363603861	7.72679117352139	7.96993175560718	8.21470791979944	8.02680862124166	2901.99281159194	1.21713439992261e-20	4.33201222272519e-20
Rnf220	5.50533898011682	5.25461085774433	5.24348115262103	5.33716982439941	5.3351502037204	2901.76553244184	1.21781599409119e-20	4.33352370724392e-20
Psmc6	5.87252344222158	6.37876941792531	6.31342095013679	6.1183447119851	6.1707646305672	2899.39355049789	1.22495542237258e-20	4.35800951469276e-20
Vgll4	5.14633497063512	4.78831475511566	4.83258767617804	4.77426191881601	4.88537483018621	2899.27607912835	1.22531023722656e-20	4.35835254561375e-20
Mrpl1	4.89402312620758	5.34919162293398	5.22121242332452	5.02639758025842	5.12270618818112	2897.53761950188	1.23057486198873e-20	4.3761556392924e-20
Zfp651	4.94812154799065	4.56054655961133	4.63578485253724	4.81427051918648	4.73968086983143	2897.35063805746	1.23114263692083e-20	4.37725186697801e-20
Calb1	7.85066749559811	7.76204782015965	7.95172979466394	7.73409991340655	7.82463625595706	2897.24473162921	1.23146435750347e-20	4.37747298588218e-20
Fpgt	5.36411656135615	5.81690886680825	5.70169838137955	5.4769448928142	5.58991717558954	2896.96824733734	1.23230470804358e-20	4.37953719143932e-20
Tra2b	6.71111659048409	6.98221608731991	7.02023915779217	6.88397861812343	6.8993876134299	2896.38753281775	1.23407186939349e-20	4.38489366358963e-20
Pxk	4.1047783204122	4.3054903140159	4.41511027621105	4.34919328412026	4.29364304868985	2895.24931274241	1.23754395026035e-20	4.39630450906515e-20
Gtf2h3	4.14518145340903	4.20035431264305	4.27470518693427	4.11299847472136	4.18330985692693	2893.93959243732	1.2415529677033e-20	4.40961758396538e-20
Xkr4	4.86562936211714	5.15274602679081	5.08972045339568	5.03853422541752	5.03665751693029	2893.25660307888	1.24364944982077e-20	4.41613374107936e-20
Zc3h18	5.45567452166326	5.15461779402637	5.26284935580982	5.32346187527235	5.29915088669295	2892.65881586523	1.24548770976149e-20	4.42173041476469e-20
Ptms	6.64358925388545	6.08433515556743	6.23250521572072	6.40924839285689	6.34241950450762	2891.96270939527	1.24763221584411e-20	4.42841173919245e-20
Fam83h	4.73437967277961	4.37496712287556	4.5297411716934	4.56922604637152	4.55207850343002	2891.61344329333	1.24870979064023e-20	4.43130402666291e-20
Herpud1	7.01927567267749	6.86833335250818	7.11394124225656	7.09913284168885	7.02517077728277	2891.31060241848	1.24964499046033e-20	4.43368995668793e-20
Narf	4.7218571683859	4.92168906208336	4.70864231882542	4.8639515647508	4.80403502851137	2890.29265040951	1.25279437388975e-20	4.44392906506801e-20
Dusp18	4.83249723788762	4.88244589735644	4.75307031253779	4.92476141868013	4.8481937166155	2890.18845066119	1.25311726158849e-20	4.44413979209693e-20
Tmtc4	4.77356295926124	4.90094431640342	4.84589891393354	4.74531947113411	4.81643141518308	2889.58845817967	1.25497832739775e-20	4.44980438263985e-20
Gpatch11	4.44412862314654	4.43080491702485	4.47671879183641	4.32864386506419	4.420074049268	2889.19816393563	1.25619063904744e-20	4.4531667736051e-20
Efemp1	7.00607863594017	7.61653846679013	7.36090115953498	7.3131304449636	7.32416217680722	2888.83574564062	1.25731755911818e-20	4.45622510393913e-20
Dhx33	4.28018716756176	4.13792212851033	4.35671438198974	4.33218762320033	4.27675282531554	2888.59511042491	1.25806643777878e-20	4.45794256428881e-20
Trim8	5.29714918735309	5.32989900884628	5.17215998418889	5.44349620499475	5.31067609634575	2887.04494274789	1.26290290399941e-20	4.47322047717933e-20
Klf3	5.72791114942089	6.07626189280001	5.99380561674483	6.01283374715159	5.95270310152933	2887.0431863755	1.2629083958219e-20	4.47322047717933e-20
Atraid	6.11324299562769	5.64838690856339	5.81262538595254	5.81138409670895	5.84640984671314	2885.33100774488	1.26827500278031e-20	4.49128584335408e-20
Pitpnm2	5.27084603531393	5.1702267018706	5.19040735192802	5.39923033194676	5.25767760526483	2884.77814489991	1.27001342898774e-20	4.49649800729139e-20
Stx8	3.98863998082008	3.7477380260542	3.80083366076618	3.80027106293654	3.83437068264425	2883.78252806271	1.2731509077542e-20	4.5066603066296e-20
Cfap36	6.59434716151399	7.07068881608118	6.93179735445423	6.66947769733506	6.81657775734611	2882.24971470101	1.27799853426663e-20	4.5228705995542e-20
Bag4	5.18771017493284	5.7251648862057	5.52809042274581	5.40862979930434	5.46239882079717	2881.43785605011	1.28057461217413e-20	4.53103670726686e-20
Pithd1	5.01925616554353	4.90871408095218	4.76947690564426	4.985457995541	4.92072628692024	2880.90859564051	1.28225717484948e-20	4.53603854198534e-20
Serpinh1	7.35054393450212	6.98399569863455	7.0272271022673	6.8841190837046	7.06147145477714	2880.09024361984	1.28486374595589e-20	4.54430631223277e-20
Mogs	5.84889524000668	5.64466000277429	5.52889578696839	5.55567582801603	5.64453171444135	2878.42508535934	1.2901861862964e-20	4.5621740889437e-20
Zfp869	5.75941955991074	6.15522468088059	6.16638173197176	5.9336334035389	6.0036648440755	2878.20708976728	1.29088483642429e-20	4.56368780883851e-20
Strip1	4.96853008301576	4.583688323477	4.81117574740574	4.82456674292243	4.79699022420523	2876.43581825156	1.2965775649966e-20	4.58285284761056e-20
Zfp277	4.63131717302361	4.92811415016983	4.72627832967693	4.72752849154836	4.75330953610468	2875.58998767717	1.2993060885214e-20	4.59153484078997e-20
Sox2	4.9164676187233	5.03358312921496	4.95242831087161	5.0972790346344	4.99993952336107	2875.1627129775	1.30068690057698e-20	4.59545160285543e-20
Ak2	4.20406908773047	3.89850409216792	4.00025229560566	3.98802410837824	4.02271239597057	2874.56059762286	1.30263558038376e-20	4.60137263546239e-20
H2-Aa	5.33041156737811	5.14045857284801	5.0131896260643	5.01639160725941	5.12511284338746	2872.79167457639	1.30837977904943e-20	4.62069550528197e-20
Mef2a	6.14960310686984	6.48487773221432	6.34367324533101	6.23474078791496	6.30322371808253	2869.03173711935	1.3206855282287e-20	4.66317831371853e-20
Fopnl	4.84141213743484	5.10280473426603	4.96360204868458	4.87062475055825	4.94461091773592	2867.36938349642	1.32616819265423e-20	4.68155690780637e-20
Dctn3	4.7006081568884	4.32742565734705	4.28256762270223	4.38524407054985	4.42396137687188	2866.50804434965	1.32901920408814e-20	4.69063965585993e-20
Carmil1	4.92944435303448	5.03668112230497	5.08927692068924	5.08337230250964	5.03469367463458	2866.09783850971	1.33037943044927e-20	4.69445812832382e-20
Naxe	5.33179438054138	4.85778750055815	4.9548602284946	4.95138749900672	5.02395740215021	2863.08895919925	1.34040539932744e-20	4.72884707602091e-20
Nop14	4.37218631374207	4.33030142910982	4.40112849983745	4.12370093732673	4.30682929500402	2862.19085175145	1.34341467552949e-20	4.73738509380995e-20
Rcan3	6.50188601815014	6.37674755050104	6.19127232665398	6.38466610561436	6.36364300022988	2862.15472103274	1.3435358992436e-20	4.73738509380995e-20
Washc4	6.36458003127588	7.02000334254311	6.91711140150782	6.58141200297387	6.72077669457517	2862.1131523771	1.34367538343452e-20	4.73738509380995e-20
Fndc10	4.48288125840821	4.18159974683735	4.36457594367147	4.40699270626151	4.35901241379463	2862.03162620937	1.3439489935306e-20	4.73738509380995e-20
Dglucy	5.0087787609069	4.88580052014571	4.77843731316413	4.86344900801438	4.88411640055778	2860.564638831	1.34888321970765e-20	4.75378463577288e-20
Ndufs6	4.49245636602098	4.29533522874629	4.15041395833662	4.1754873965527	4.27842323741415	2859.20408447348	1.35347791874873e-20	4.7689810017829e-20
Pdzd4	5.26611337673979	4.91226257428277	4.82365508293099	4.96927407658689	4.99282627763511	2857.02052664698	1.36088930150006e-20	4.79409353558928e-20
Tmem185b	4.14675777102983	4.02757451336179	4.10768612138868	4.07874344720037	4.09019046324517	2855.89241263426	1.36473643502172e-20	4.80664219033439e-20
Epb41l1	5.95261444747117	5.75324451075941	5.65071865791332	5.82217368672765	5.79468782571789	2855.12976579705	1.36734426186443e-20	4.81482164193473e-20
Cox7b	5.87500671944941	6.05564298374341	6.00310649701207	5.69998905760853	5.90843631445335	2852.73045542635	1.37558567961309e-20	4.84283107034733e-20
Emc6	4.17835483489384	4.01425153168972	4.06268230874389	4.00001116172558	4.06382495926326	2851.89949705922	1.37845313544643e-20	4.85191340475269e-20
Trpm3	6.24726453351485	5.77071397875742	5.95679127326391	6.1747755192109	6.03738632618677	2851.6986914774	1.37914709329555e-20	4.85334321356479e-20
Zfp846	3.51578989034254	3.75623868754066	3.62750063682203	3.61996168910279	3.629872725952	2850.79211055463	1.3822850792644e-20	4.86337138755791e-20
Gtpbp8	4.13295804969609	4.70705004564903	4.4909228855918	4.56597283583174	4.47422595419216	2849.85786834041	1.38552732694639e-20	4.87376213213863e-20
Wdyhv1	3.62523413445797	3.55760821948115	3.47272234415862	3.51434674653439	3.54247786115803	2849.73960759659	1.38593836348689e-20	4.87419148810121e-20
Pnpo	4.80308591366974	4.31550830727195	4.52377900387325	4.43897003566981	4.52033581512119	2848.79628788684	1.38922202136984e-20	4.88472124962375e-20
Cops9	4.92405573839905	4.76052222593565	4.75041338726381	4.66136843230724	4.77408994597644	2848.49778965077	1.39026292781836e-20	4.88736240173246e-20
Tmem123	5.89809695536296	6.3520250441637	6.15407166691936	5.99308567506011	6.09931983537653	2847.70164122238	1.39304356220606e-20	4.89611705849752e-20
Hint3	4.70162039473789	4.97790749338379	4.97448361177225	4.89502835553923	4.88725996385829	2847.05318142979	1.39531306244949e-20	4.90307196340325e-20
Brix1	5.11095940308535	5.09301829192427	5.19684310350072	4.9983951372855	5.09980398394896	2846.08705266815	1.39870217119647e-20	4.91395740920035e-20
Zfp354c	6.05124519795295	7.06067953296984	6.66114373488326	6.39605047373073	6.5422797348842	2844.66063138874	1.40372311803278e-20	4.93057014407724e-20
Ggps1	5.97465069443994	6.53367144495305	6.39355287009853	6.19277917976179	6.27366354731333	2843.4990065878	1.40782717074869e-20	4.94395604601667e-20
Rnps1	5.21052186508	4.82908684570135	4.92060525015582	5.08437306879478	5.01114675743299	2841.77284014582	1.41395104985643e-20	4.96442805119241e-20
Me1	4.59374586696089	4.55080975191357	4.47592268215386	4.5341405498266	4.53865471271373	2841.46272144745	1.41505446468081e-20	4.96726819058715e-20
Lsr	4.55270994204047	4.38540285013264	4.39096293438637	4.27360608531144	4.40067045296773	2840.95923133232	1.41684799350875e-20	4.97252915241617e-20
Ctsz	6.28622878375492	5.99338668274465	5.91938834152815	6.08523982309442	6.07106090778053	2840.50192880159	1.41847923875882e-20	4.9772184980539e-20
Mettl3	3.90198551749875	3.62183489624582	3.74631525883746	3.84261245572502	3.77818703207676	2840.05384905706	1.42007966184004e-20	4.98179776544424e-20
Synj2bp	5.62007015816442	5.93417962475242	5.89997696187816	5.73644223549613	5.79766724507278	2839.59434736664	1.42172301880212e-20	4.98652571389797e-20
Eif2b4	4.44538971620428	4.0685265866814	4.39009069730004	4.28437338689234	4.29709509676952	2839.39307326336	1.42244353591104e-20	4.9880156175076e-20
Dnmbp	4.85300992216134	4.5686743166993	4.77724675731175	4.79079253838784	4.74743088364006	2838.85077662725	1.42438691092504e-20	4.99379214852892e-20
Gnb3	4.99089706600665	4.69872639007611	4.87371478047808	4.97602305758016	4.88484032353525	2838.7366506631	1.42479627821316e-20	4.99418928192466e-20
Nol4	5.70159024022681	5.41956440761979	5.62474766868459	5.61907640094701	5.59124467936955	2837.96818447314	1.42755624311011e-20	5.00282384220615e-20
Resf1	5.52814800986013	5.98239723107367	6.00151423618164	5.75200770654157	5.81601679591425	2837.22732005479	1.43022284583496e-20	5.01112769852479e-20
Mrps7	4.3490044464165	3.97662912903649	4.14072714642227	4.15155791337869	4.15447965881349	2836.97069689538	1.43114783626149e-20	5.01332721790707e-20
Cse1l	5.9430066193676	6.09847021580783	6.15806892991848	5.96444148561062	6.04099681267613	2836.78292964915	1.43182506957868e-20	5.01465810809462e-20
Rpl28	6.95922108863811	6.38422926663245	6.47588611271286	6.48242787045547	6.57544108460972	2836.47664525131	1.43293055099655e-20	5.01748798083015e-20
Mrpl13	4.257983424045	3.99854154403402	4.05587370587573	4.04579589924767	4.08954864330061	2836.35742446149	1.43336112114309e-20	5.01795392908269e-20
Kdm7a	5.90727406393735	6.3371452409889	6.35657582792679	6.22862359047086	6.20740468083097	2833.64751405751	1.44318793975643e-20	5.05130752850627e-20
Rnf25	4.58958873769039	4.33556430967201	4.46159025375015	4.45346660804623	4.4600524772897	2833.039605355	1.44540290047382e-20	5.05801052329708e-20
Pdhx	3.64784089975534	3.67185135917451	3.86174973608863	3.65524495172475	3.70917173668581	2832.79391519731	1.44629919005462e-20	5.06009716628321e-20
Dnajc11	4.87673907490875	4.51149692017517	4.67269205603109	4.70314471476522	4.69101819147006	2831.92475485464	1.4494750169548e-20	5.0701565970503e-20
Nsmce3	4.94597595902697	4.70307952978471	4.8429431149012	4.77953084751406	4.81788236280673	2831.50163148823	1.45102394422045e-20	5.07452226149e-20
Eid1	7.31900347624644	7.78901432879793	7.61042827893324	7.46642649774495	7.54621814543064	2829.94964971815	1.45672145374781e-20	5.09280477641319e-20
Atp13a3	6.48999750755358	7.03477849670296	6.89990922055585	6.78958844457076	6.80356841734579	2829.91319793157	1.45685557871546e-20	5.09280477641319e-20
Parp14	5.09632601934721	5.1033905602731	4.97962373833292	5.14227227554081	5.08040314837351	2829.02933504156	1.46011207934958e-20	5.10313104898246e-20
Fgf14	5.39788337896998	5.43345063999095	5.33946106268663	5.35313977505628	5.38098371417596	2828.84703194347	1.46078478768507e-20	5.10442449013549e-20
Ppig	6.4994565250313	7.05407764064448	7.01058852551565	6.75458946552807	6.82967803917987	2828.09269094861	1.46357210427146e-20	5.11310494671637e-20
Tbc1d2b	4.42779931915119	4.25819186168515	4.43186752859654	4.31240640776837	4.35756627930031	2826.23495232397	1.47046239719251e-20	5.13611291228952e-20
Cul9	6.10570313591422	5.76648312256171	5.811697468659	5.93186297201779	5.90393667478818	2825.42648034126	1.47347253387028e-20	5.14556133101243e-20
Psmb2	5.81414537281997	5.25444334638128	5.36123958779462	5.42758495263142	5.46435331490682	2824.8767984214	1.47552314321707e-20	5.15165573517745e-20
Armh3	4.25179324040594	4.24064693833019	4.20094054770258	4.06030763520509	4.18842209041095	2824.52614369515	1.47683297321414e-20	5.1551617879145e-20
Sh3gl2	4.64584364999445	4.80865615206896	4.94424194695297	5.03546561528106	4.85855184107436	2824.10458650772	1.47840940567464e-20	5.15959682299074e-20
