PBS	Lo	Med	Hi	AveExpr	F	P.Value	adj.P.Val
Gm46218	0.276749168091694	0.738940128667106	1.04041068567308	0.776952546395923	0.708263132206951	11.5315245251537	0.000215264413244952	0.000259310445522254
Gm37731	-2.19133710283622	-0.604694372116423	-0.612738094582406	-0.405442469868116	-0.953553009850791	11.5256077349158	0.000215846540777429	0.000259993115996064
Gm14122	-0.640731530100942	-0.378149877705553	-0.035212429709763	-0.794872522060048	-0.462241589894076	11.5246342609435	0.000215942488218893	0.000260090113452447
Gm12715	0.740785769498336	-0.0541965647972411	0.445390000769982	0.742014594105126	0.468498449894051	11.510266813695	0.000217364230781879	0.000261783825819203
Endou	0.997567921914564	1.1940678805735	0.747610166488926	0.521860315040224	0.865276571004304	11.4948133620679	0.000218905344234197	0.000263621051063701
Mir212	-0.191479251290043	-1.31484871616376	-0.598309220118334	-1.53614733162134	-0.910196129798369	11.4880642024253	0.000219582310575632	0.00026441742218028
Ppp1r13l	0.38612477985126	0.233861312051374	0.768874937907077	1.11756252151754	0.626605887831812	11.449982583092	0.000223446982326794	0.000269051988214308
Sept1	-0.770298444197817	-0.315265185956562	-1.28842959977751	-0.988159504678261	-0.840538183652537	11.4434681974457	0.00022411581201363	0.000269838061334421
Tnfaip8l1	0.770441219523725	0.334916958277742	0.439111832132838	0.606336627838474	0.537701659443195	11.436940646858	0.000224788279499276	0.000270628401878251
Nsun7	0.00197774122098493	0.772280634677864	0.94914691960167	1.23603334980208	0.73985966132565	11.4340421780561	0.000225087615383401	0.000270969438917409
Ptgfr	0.397017608735264	1.19423974960219	0.936213189660403	0.507465915223494	0.758734115805337	11.4242319545095	0.000226104125567808	0.000272173728657737
Lef1	-0.334777027741563	0.162486802486893	-0.597862841645241	-0.606794132435137	-0.344236799833762	11.4209282908863	0.000226447617830127	0.000272567756364858
Chil5	-0.175337022988313	0.978685807783735	1.23689077496315	1.34600382425929	0.846560846004466	11.4202446535283	0.000226518771885021	0.000272633946438179
Fcgr1	0.844530316284673	0.576826601602479	0.135207339530314	0.687098600266936	0.5609157144211	11.396564328004	0.000228999234014139	0.000275599720307991
Carlr	0.630953796635564	1.23574263654217	0.502108305148283	0.168159545160486	0.634241070871625	11.3847338795355	0.000230250016953981	0.000277085262269035
Siglech	0.803219863170893	0.990898285637127	0.417007764362378	0.475366935777132	0.671623212236883	11.3562564301703	0.000233292826241799	0.000280726981538162
Pheta2	0.641585470713993	0.790667475379442	0.291052671105762	0.568600774599648	0.572976597949711	11.3348547909231	0.000235609717773451	0.000283494728897474
9030025P20Rik	0.385265520933304	0.81686091870428	0.681475851455339	0.42305667403065	0.576664741280893	11.3161462778104	0.000237656525465138	0.000285937129254618
Gm12250	-0.572285615341098	-0.499506584498113	-1.41156631640245	-0.603196359358732	-0.771638718900098	11.3044757605591	0.000238943586616377	0.000287465155168219
Gpr50	1.3449367624942	0.523468645046767	0.55889330584312	1.50336549318554	0.982666051642409	11.2810961833266	0.000241545894365796	0.000290575180106118
4930526F13Rik	1.35324487131467	0.0474429581432702	1.15614586742941	1.450027760115	1.00171536425059	11.2722523477838	0.000242538670058679	0.000291748662664366
Gm26954	-1.58693424210055	-0.507310513234858	-0.252594946735911	-0.16318405753892	-0.62750593990256	11.2669869241065	0.000243131951672825	0.000292441462516262
Gm42701	-3.37174336484415	-0.796151463359954	-0.897883406548081	-0.185327231214245	-1.31277636649161	11.2402584947202	0.000246169163765676	0.000296073537167403
9430018G01Rik	-1.59304750303168	0.0118331180420422	0.0819401504723309	0.0238320298833555	-0.368860551158489	11.2356135764662	0.00024670136822738	0.000296692476141976
Bco2	0.752703585039039	0.404792943503786	0.698970049884604	0.715409079321088	0.642968914437129	11.2295185646179	0.00024740170866173	0.000297513519178482
Gm47477	0.0547996894384624	0.839763712890911	1.19992771975864	1.06143393548738	0.788981264393849	11.2286746759883	0.000247498852922498	0.000297609121853837
9430081H08Rik	0.585993117890072	-0.064610010916778	0.500730227895515	0.683331375334689	0.426361177550874	11.2070528563642	0.000250002714874402	0.000300598502408508
Gm19035	-1.45079226381865	0.489210600191009	0.586821598897294	0.267817193558163	-0.0267357177930465	11.2026489296397	0.000250516227183818	0.000301194468879426
Gm38357	0.320232513992288	0.838208562126852	1.17073840801532	1.05848501728658	0.846916125355259	11.2011979767486	0.000250685675845412	0.000301376713790774
Gm13192	0.137126595751702	-0.0242123483945822	-0.562211742784541	-1.36002100337998	-0.452329624701851	11.1976972298309	0.000251095045702588	0.000301847347720444
Alox8	1.33033297572405	0.321588004644628	0.754656120056953	0.690028022659996	0.774151280771406	11.1835504220122	0.000252757109815409	0.000303823700916227
Bcl6b	0.851306358371944	0.955428608249639	0.47935159531126	0.740229076794122	0.756578909681741	11.1601201714578	0.000255537470728909	0.000307143912120324
Gm48700	-3.01453254014318	-0.24127792887993	-0.877687573738327	-0.441498905581449	-1.14374923708572	11.1526057301754	0.000256436533884533	0.000308202580663419
Olfr1033	0.666201734759283	1.65848048121905	1.58873131712115	1.14864534829372	1.2655147203483	11.1419625234626	0.000257716103734462	0.000309718384160254
n-R5s160	-2.85151336599826	-0.15599387800724	-1.1765648555347	-0.597748548358475	-1.19545516197467	11.098301801496	0.00026304176500452	0.000316096142086865
Gm10801	-2.40629268832415	-1.15182954201884	-1.02133705971382	-0.118040996128465	-1.17437507154632	11.0871109128279	0.000264426900390737	0.000317738015878789
Gm43507	-1.71440420982425	-0.20427645017001	-0.289973539894087	0.186037194184861	-0.50565425142587	11.0863166844738	0.000264525519811044	0.000317833875384875
Gm43275	-1.23714762483612	-0.752656593693022	-0.502167016576687	-0.562486447797029	-0.763614420725714	11.0660323075163	0.00026705847367771	0.000320854425209911
Gm43462	0.0905233146939821	1.01468184568663	1.20653386701343	1.23025171287633	0.885497685067595	10.9694051046	0.00027950978202199	0.000335789992404907
C230014O12Rik	0.67067353180528	0.428155292666263	0.512138523441622	0.449836813480771	0.515201040348484	10.9684280547345	0.000279639013850223	0.000335921319465259
Gm44668	-0.28232893160236	1.33659832107154	0.885597314637108	1.19068369240501	0.782637599127825	10.9463498614336	0.000282577443345435	0.000339426985964069
Gm42881	-1.87742338396917	-0.21513070356063	-0.858317885568898	-1.03047564917181	-0.995336905567627	10.9269495267777	0.000285188498099524	0.000342538944487978
Bard1	0.595538766111079	0.810108688905117	0.699261318511596	0.679977051918173	0.696221456361491	10.9205762949165	0.000286052241945419	0.000343551920029434
1700086P04Rik	0.63848440109167	1.01426867315176	0.696542659205597	0.318540376036547	0.666959027371392	10.8510462647991	0.000295671380726058	0.00035507932920658
Gm47603	-0.242633681192161	0.763011413379729	1.08162354406913	1.34117271040063	0.735793496664331	10.8472486514702	0.000296207269393223	0.000355697566058343
CT030636.1	-1.2730205232335	-0.00367021299937564	-0.516071655831864	-1.13028014640271	-0.730760634616863	10.8461811587895	0.000296358104307378	0.000355853359817224
Adamts12	0.147869720883336	0.709793598713612	0.460143329213661	0.710742255761067	0.507137226142919	10.8437808352664	0.000296697585273491	0.000356235632887812
Atf3	1.73669195916071	0.822585525369907	1.11617178163388	0.621298515829521	1.07418694549851	10.8386378279769	0.000297426458461856	0.00035708534948225
Gm26315	0.571632881802977	0.781379675407331	0.663438405016381	0.182365129918954	0.549704023036411	10.8233867040307	0.000299599873601707	0.000359669115162989
Hypk	0.663039541257489	0.798514240657284	0.643538616524959	0.614188229356165	0.679820156948974	10.8133746709132	0.000301036498703858	0.000361368060895166
Gm28988	-1.97933787619748	0.0224300757036002	0.0750645091785087	0.143534266984789	-0.434577256082646	10.8049912027958	0.000302245472777896	0.000362793509062395
Slco1a4	0.387458376306372	0.966356823728107	1.75567526563404	0.457709950331655	0.891800104000043	10.8027787263853	0.000302565453172394	0.000363151746862504
Gm12266	-1.50240498318551	-0.112117293350624	0.213579919737198	-0.912392237769249	-0.578333648642046	10.777580458369	0.000306237089205751	0.000367532445114088
D130004A15Rik	-1.82626895406705	-0.130410210179346	-0.768199600931616	-0.466324410533108	-0.79780079392778	10.7709385257169	0.000307213308910925	0.000368677828630422
Ripply3	0.395613428732537	0.638405854324694	0.284473607915816	0.582891691166269	0.475346145534829	10.7689911838747	0.000307500196736104	0.000368995860724806
Gm36738	0.753600810725267	0.259153241237436	0.692545107015466	0.546201249146415	0.562875102031146	10.7584667953254	0.0003090559644042	0.000370836377008297
Gm43162	-1.98928812821197	-1.00631828768412	-0.279070732088933	-0.670514200956475	-0.986297837235376	10.7502156905439	0.000310281948536544	0.00037228095219561
Epsti1	0.725424291568483	0.40483941010527	0.462636813697162	0.400334350771218	0.498308716535533	10.746092122793	0.000310896718840883	0.000372992030492153
Poc1a	0.57735381238098	0.380798891574568	-0.0291885108053974	0.655141207340608	0.39602635012269	10.7410442299505	0.000311651181592753	0.000373870588899358
C2	1.03070600958027	0.229092948571251	0.628959753381458	0.846880833141029	0.683909886168501	10.7340498755454	0.000312700009778329	0.000375102131066857
Ptgis	1.08696657035925	1.03768298816806	1.16622532937899	1.11688810351834	1.10194074785616	10.7324063319096	0.000312947047327968	0.000375371771247392
Pnma3	1.04822801655839	0.666665838799859	0.845070940391355	0.703752857444934	0.815929413298635	10.7315011507925	0.00031308319799989	0.000375508376638281
4633401B06Rik	-0.767755119351544	1.22134835495609	0.411754203405984	0.499420764591958	0.341192050900623	10.7292734643113	0.00031341855730764	0.000375883874154435
Fam89a	-1.10616435800522	-0.716559116359228	-0.903460946979353	-0.260543851054128	-0.746682068099482	10.7048073915163	0.000317128738196559	0.00038030646478218
Rax	1.13077128386206	0.0962625150241471	0.607273081808295	1.78703096425076	0.905334461236316	10.670358905473	0.000322437739629644	0.000386623258518245
4930556M19Rik	-1.17295198658173	-1.17305176641547	-1.00743242045864	-0.370940014526729	-0.931094046995641	10.6703314586624	0.000322442009697999	0.000386623258518245
Lrrc32	0.482823561288842	1.02652731583836	0.683393344840637	1.06720890813714	0.814988282526244	10.6495645454806	0.000325691365290883	0.000390491630534641
Gm48139	-1.55092674621458	0.774795023127359	1.22442588048259	1.35167805873127	0.449993054031657	10.6338007486073	0.000328182776455467	0.000393450770522025
Gm25321	-2.52764939511671	-1.30041984169969	-0.912952909529108	-0.891403723900949	-1.40810646756161	10.5868388375938	0.000335734425940635	0.000402475661857903
Gm10778	0.386762094699737	1.02137244455942	1.2530495266163	0.905563294878801	0.891686840188563	10.5686081772699	0.000338719106572965	0.000406024814907697
Gm44676	-1.20018557947002	1.33588009388601	0.791352361565132	1.08614097466041	0.503296962660386	10.562114231967	0.000339789563181243	0.000407279033696562
Trim14	0.48794647785237	-0.00971094753569074	0.564239842490644	0.693728819330109	0.434051048034358	10.5471664145777	0.000342268207321778	0.000410220837980276
Palb2	0.592592742345847	0.458906331943345	0.509124420039259	0.584091393319413	0.536178721911966	10.5358462687069	0.000344159003520304	0.000412457717235823
Scn10a	1.57374101273431	0.836331325601039	0.727842273741126	0.865577740837275	1.00087308822844	10.5229198128383	0.000346332649578327	0.000415033236265552
Cd248	0.696915921705666	1.11880277004247	0.545235845180742	0.506990719159732	0.716986314022152	10.5169050609312	0.000347349380856619	0.000416222080627209
Tlr6	0.429529448411855	0.897712803183021	0.203235129768553	0.561854162228414	0.523082885897961	10.5166804774103	0.00034738741008034	0.000416238079549981
Gm5963	0.563221560837857	0.724430925002716	0.496647085115024	0.201867809889382	0.496541845211245	10.5105581451394	0.000348425945117377	0.000417452792747179
AA986860	0.666413393209456	0.344270448688521	0.717585704192733	0.678978022488113	0.601811892144706	10.4838043402541	0.000353005849280169	0.000422909983650019
Gm7233	-0.754783202164754	1.27685178712067	-0.280675827388194	0.0965908973833152	0.0844959137377598	10.4620409163696	0.000356782023013839	0.000427403578279434
Gm4258	-1.20629884040115	-0.220696333000257	-0.208376604124572	-0.378245049255477	-0.503404206695364	10.4585247254992	0.000357396419886143	0.000428109183596305
Gm45293	-0.162510013694143	0.904543082904792	0.595265492871857	0.250714870582198	0.397003358166176	10.4547318039357	0.000358060520863002	0.000428874222794792
Gm48948	-1.36366304307968	-0.774390502885842	-0.146311005294361	-0.803918106136709	-0.772070664349147	10.4318849262908	0.000362090594338712	0.000433670528631049
Gm44562	-1.2730205232335	1.01919252285543	0.942838910415144	1.07613969887245	0.441287652227381	10.4276038200925	0.000362851487376352	0.000434550982503332
Ilk	0.502976725961763	0.213013154284758	0.273245502446922	0.553112187809689	0.385586892625783	10.4238199693224	0.000363525516513555	0.000435327290524255
Gm42436	-2.27366400914946	0.0890003818965222	-0.390302272333881	-0.575637468806701	-0.787650842098379	10.4232345647453	0.000363629923642056	0.000435421405797995
Mis18bp1	-0.14770757465052	1.25596472190716	0.96695178582285	1.0734472472446	0.787164045081022	10.4197116585048	0.000364258956170954	0.000436143665346453
Clec12a	0.440577028136442	0.896252583535756	0.604279358605383	0.405058370632152	0.586541835227433	10.4082910002376	0.000366306699706685	0.000438564388412312
Mas1	-1.98665546133893	-0.326537158338696	-0.885525066596955	-0.695890352977263	-0.973652009812961	10.4068409794962	0.000366567626644663	0.000438845635503977
Gm42551	-1.4504685718425	-0.487174656407221	-0.386834228688492	-0.453461669095361	-0.694484781508392	10.3965401437207	0.000368427330021371	0.000441040722176754
Gm26789	-1.50578368480413	-0.371291221449898	-0.0669404578303179	-0.621352448831502	-0.641341953228962	10.3929857584181	0.000369071524580035	0.000441780526938574
Plin4	0.515162529948895	0.353041063477382	0.732545443732191	0.765549910753417	0.591574736977971	10.3761036875809	0.000372148770927731	0.000445432395631425
Gm8451	1.15714169399875	0.698596151704304	0.332414422123863	0.525273491306187	0.678356439783275	10.3659266714359	0.000374017925267569	0.000447637858900737
Gm45477	-0.452206762002938	0.785486232527461	0.708051777784005	0.747181928338957	0.447128294161871	10.3264218186415	0.000381375447732852	0.000456411215901093
Adcy8	2.20245183624111	1.19201139790084	1.16409206592756	0.648037707241964	1.30164825182787	10.3242533876855	0.000381784046464198	0.000456867790827359
Tekt5	1.15425042990408	0.391652190981115	0.527731846015748	1.05206650372376	0.781425242656177	10.3227638526257	0.000382065008988665	0.000457171573965084
Gm31126	0.0358124761301378	0.758657976491803	0.0464120644914803	0.228968410976675	0.267462732022524	10.3216770073414	0.000382270162867941	0.000457384609285207
Fzd9	0.667970872423652	0.488302409525119	0.685377268562336	0.691121782682317	0.633193083298356	10.3125788579112	0.000383992461876976	0.000459412743259962
Gm43658	-0.759301441103482	1.12031135108902	0.928951336008501	1.02972136534833	0.579920652835592	10.2986038238107	0.000386655187839763	0.000462565646733334
Gm22784	-1.78953148763736	0.769573986413171	0.307813496108614	0.467339740348073	-0.0612010661918752	10.2966542466439	0.00038702831647669	0.000462979192483144
Gm26835	-0.653882551110614	0.722895245331418	0.846624429695261	0.788678385132238	0.426078877262076	10.2839148373625	0.00038947661402832	0.000465860559863907
Traip	-0.88454486451702	0.0424698739533016	-0.431809451915319	-0.49229672131929	-0.441545290949582	10.2838338214597	0.000389492240185025	0.000465860559863907
Ccdc88b	0.909194307615477	0.475324952683432	0.216152062174141	0.52750850239449	0.532044956216885	10.2720246113388	0.000391777620705867	0.000468560811773797
Gm43896	-1.22424776940778	1.07270812827651	0.681992401339391	0.707784443538897	0.309559300936754	10.2709354891247	0.000391989160601217	0.000468780570891998
Gm13477	-1.96806590381535	-0.212290738019493	-0.822666786708197	-0.891628302837359	-0.973662932845099	10.2689099572163	0.000392382924726288	0.00046921820569715
Gm43874	-2.49693520817033	-0.0488132744098308	-0.775182154823879	-0.377502942139772	-0.924608394885953	10.2501358500953	0.000396054110923913	0.000473574697926673
Gm43359	0.428069574404193	1.0298205785118	1.04221396582379	0.995676288096227	0.873945101709001	10.2491069000965	0.000396256443837479	0.00047378304658728
Gm45262	-0.988186352831278	0.815581436144451	0.602397806423242	0.841233681368605	0.317756642776255	10.1853653990782	0.000409022941103942	0.000489012613240727
Srrm4os	0.970726249234888	0.799108890713523	0.63875082024045	-0.367342241450324	0.510310929684634	10.1651862095934	0.000413161576655484	0.00049392560163357
Gm26804	0.623698620043503	0.814911326064178	1.07151962301224	0.838970336579431	0.837274976424838	10.1590948984557	0.000414420214827618	0.000495395163961548
Evi2a	-0.158209828505741	0.663861963585967	0.581221915066931	0.830274454516773	0.479287126165983	10.1582613126864	0.000414592796419474	0.000495566345206383
Gm44567	-1.53279547815574	-0.807201636205405	-0.0732901726099533	-0.0485978761149151	-0.615471290771502	10.1544262124528	0.000415387851218901	0.000496481497059893
Gm14681	0.345961730308647	0.500091559715363	0.718929374226069	-0.183961041095042	0.345255405788759	10.1485573040106	0.0004166078952103	0.000497904440481268
5330411O13Rik	-0.528420407385043	0.0922970760091533	-0.492467755358837	-0.401013572956157	-0.332401164922721	10.141774333577	0.000418023038008071	0.000499560335984281
Gm48701	0.0598091277475988	0.678798829345596	0.762517513549642	0.847960909710921	0.587271595088439	10.1407212790652	0.000418243228591397	0.000499788064941629
Gm37859	0.657640174148334	0.889807308389715	1.26771883022699	0.901604468271182	0.929192695259055	10.1335303215949	0.000419750368098591	0.000501553517903013
Gm45378	-3.2923728173801	-0.293726025019133	-0.553823602856784	-0.870181499504321	-1.25252598619009	10.1326948327658	0.000419925876922776	0.000501727687614682
CAAA01141682.2	-0.825167178686355	-0.00367021299937564	-1.07315707774877	-0.791870907749035	-0.673466344295885	10.0940476343997	0.000428136373163745	0.000511501360401819
Rnf26	0.292841480572589	0.906575377171088	0.649906734561259	0.479378177420962	0.582175442431474	10.0916591654603	0.000428649758573329	0.000512078438831103
Gm48014	-2.18302148930328	-0.644903809821376	-1.0877023455209	-0.402099940525148	-1.07943189629268	10.0882990564995	0.000429373177494487	0.000512906330368237
Gm28323	-1.86190814193611	-0.632135263672808	0.121628684331363	-0.454827859214563	-0.706810645123028	10.0819174625364	0.000430750937839124	0.000514497974356223
9330121K16Rik	-2.98677471204599	0.136174158877299	-0.90138512104655	-0.0537530002696822	-0.951434668621232	10.0818450095539	0.000430766608991438	0.000514497974356223
Gm28530	-0.291288436022235	-0.831802562220654	-0.626156390242289	-0.880131751518814	-0.657344785000998	10.0766611936749	0.00043188952277998	0.000515802632636828
2310058D17Rik	0.453842357673971	0.651892151919255	0.397059699919515	0.362293460201725	0.466271917428617	10.0755689393304	0.000432126550488018	0.000516046030813462
Aox2	0.782175151164433	0.861187691659949	0.788257752997806	0.599219706762358	0.757710075646136	10.0754401254501	0.000432154513857838	0.000516046030813462
Rtn4rl2	-0.289303981166075	-0.127031508560726	-2.10167478506997	-0.416403013188076	-0.733603321996213	10.0693566138419	0.00043347749111262	0.000517589186082158
Bub1	-1.03578038148362	0.353041063477382	-0.32278467321365	-0.138898200716996	-0.28610554798422	10.0587847671352	0.000435787518497048	0.000520310616159815
Gm43751	-1.75606667717661	-0.00682711508131295	0.221420962464532	0.591247484685174	-0.237556336277054	10.0552830236442	0.000436555760557594	0.000521190969233079
Gm37152	-1.65329952790763	0.177362055424058	0.522917853725654	0.296396260646284	-0.164155839527909	10.0475481928262	0.000438258159084657	0.000523186380443125
CAAA01141682.1	-1.70741031665895	-0.771550537344705	-0.652854262630718	-0.458883921755707	-0.89767475959752	10.0414799937494	0.000439599027314586	0.000524749950015225
Gm6745	-0.126279515601296	-0.563388301789327	-0.569257863986017	-1.33278741049169	-0.647928272967083	9.96342172479695	0.000457270067248266	0.000545805266738129
Zbtb32	-0.341814787820101	-0.829276517642696	-0.952440999473167	-0.675897491343886	-0.699857449069962	9.95328990493853	0.000459622438073092	0.000548574275614127
Gm10463	0.21379266854032	-0.583524158616964	-0.695065000895646	-0.0576576619727467	-0.280613538236259	9.93819490998258	0.000463152718679105	0.000552748666663869
Gm17275	0.425795457411024	1.03627004182439	0.898373348515483	1.14492184444553	0.876340173049106	9.92644078676407	0.000465923032933705	0.000556015550905109
Rpl31-ps8	0.707205208931246	1.05184814979765	1.0603961830157	0.303998727609318	0.78086206733848	9.92365439003676	0.000466582515827902	0.000556763161971647
Neurl3	0.528616639363756	0.571784917360321	0.17712226169482	0.479458021962204	0.439245460095275	9.89848455265405	0.000472588057066055	0.000563889555640432
Gm37983	-0.731017652921853	0.722769443530274	0.755453062598583	1.02195425071052	0.442289775979381	9.88986818505152	0.00047466409353028	0.000566326608585642
Zmat4	0.334663564572011	1.0298205785118	0.167384815827046	0.525273491306187	0.51428561255426	9.88918648130327	0.000474828786266903	0.000566483034231422
Tac4	-0.284020253624184	-0.780648132318536	-0.396771930290283	-0.698523019850305	-0.539990834020827	9.8825498122459	0.000476435539571997	0.000568359731661424
Cldn1	0.600791001177111	0.744308604467703	0.975116877088227	1.38602193809291	0.926559605206489	9.87819308829843	0.000477493675140917	0.000569581741060951
Gm37058	-2.33391603402541	-0.340235276548791	0.0380239245637235	-0.341312195149337	-0.744359895289953	9.8722779320993	0.000478934594732406	0.000571260151994306
E230020D15Rik	0.189886120953081	1.28426737451915	1.52045459478915	1.16169311084636	1.03907530027694	9.87096319162534	0.000479255534176567	0.000571602538181032
Gm49344	-1.08877912469195	0.875325331192888	0.783224460572749	1.0600262579399	0.407449231253397	9.86484728716484	0.000480751698377284	0.000573346453830846
Pnp2	0.677935552396687	0.881922111190561	0.718975707266386	0.705297885877468	0.746032814182776	9.8639017819298	0.000480983475873038	0.000573582316710303
B930059L03Rik	0.7081878940878	0.546549293669031	0.421365619948215	0.268427019357417	0.486132456765616	9.85828687237631	0.000482362514512867	0.00057518618114447
Adrb1	0.7254837853743	0.239716099587312	0.638598393593247	0.96422018375904	0.642004615578475	9.84851045652469	0.000484774377859751	0.000578021308593271
Gm37965	-2.91439805774725	-0.556918643832925	0.104489602715225	0.148028702217053	-0.804699599161973	9.8442790800554	0.00048582251884852	0.000579230114188024
Gm43376	-0.139337005294435	1.00549440464534	0.78729788921764	1.05514305292346	0.677149585373001	9.83669053968646	0.000487708715666322	0.000581437864513985
Fbll1	-0.019837052976892	-0.705287143977094	0.209431238636404	-0.848866917503303	-0.341139968955221	9.81741663116243	0.000492536971227476	0.000587152526234634
Gm7968	-2.40629268832415	-0.348797667037019	-0.0266346998875381	-0.187489167453746	-0.742303555675614	9.81155434580236	0.000494016282977268	0.000588874391871207
Gm38056	-2.19429346168542	-1.12229170408927	-0.608210749444473	-0.945398119344204	-1.21754850864084	9.80537173051723	0.000495581906057809	0.000590698891207481
Gm43707	-0.739141780569381	0.729239101486675	0.827954152927737	0.211359772439138	0.257352811571042	9.79257873721527	0.000498839428618497	0.000594539615779267
1700109H08Rik	0.440636858727584	1.01869565789731	1.03519907933557	0.88846631261787	0.845749477144582	9.77358353147174	0.000503721270514047	0.000600315598796045
Slc6a13	0.655119145056953	1.1281611817222	1.41055448377069	1.09297612056953	1.07170273277984	9.75243290788043	0.000509221118876945	0.000606827229906559
Ciart	1.04847147296655	-0.0454345727912104	0.457694103086608	1.3817911123338	0.710630528898935	9.73785800269137	0.000513050819052577	0.000611347803953361
Gm48321	-1.8986456083658	-0.892907244137266	-0.791596202736547	-0.54209167744212	-1.03131018317043	9.73700701124571	0.000513275435664758	0.000611572250166535
Gm26541	-0.989971870142284	-0.656307091483279	-0.259899981464659	-0.480054135255166	-0.596558269586347	9.7273187349801	0.000515840527688249	0.000614585164972642
Gm48692	-0.56601445848527	1.63478240009933	0.481707237822814	0.84806189351722	0.599634268238522	9.71149224209104	0.000520062215883095	0.000619571224417302
Gm43373	-0.828324080768293	1.2229048020082	0.960615103151752	0.884560141939958	0.559938991582905	9.70417412521013	0.000522027586948435	0.000621868727244809
Ptpn18	0.298905909969197	0.378814436718408	0.902107339516313	0.0510739838945859	0.407725417524626	9.6971893864275	0.00052391130790685	0.000624068646219268
Gm24967	0.952734227434646	0.766483384654991	0.639670764334349	-0.263001603394052	0.523971693257484	9.67195199089689	0.000530782329787294	0.000632208569770658
Gm11826	-0.503404736024079	-1.65116100844426	-0.683568449577101	-1.54130604307234	-1.09486005927944	9.66763899590421	0.000531966792351554	0.000633574628343007
Col5a3	0.678706254296395	0.828341115387048	0.392766990097659	0.836328905757094	0.684035816384549	9.65975624682328	0.000534139380560992	0.000636117272606245
Otx2	1.25700544148272	0.0833799398641263	0.585415363698604	1.26919850399035	0.798749812258948	9.65269833022204	0.000536093200485049	0.00063839904070752
Lmntd2	0.862361928071035	0.614867492171971	0.239761470125793	0.685163299921348	0.600538547572537	9.65252272224505	0.000536141916999426	0.00063841198122339
Klk1b21	-0.912943321131162	-1.87489049692987	-0.888708380539126	-0.507811963352352	-1.04608854048813	9.6450184546807	0.000538228435653962	0.000640851265295452
Gm48586	-0.931771319038689	1.00807647315813	0.907282733138779	0.650670374115006	0.408564565343307	9.64068872564168	0.00053943649283922	0.000642244323054925
Rpl36-ps12	0.420688962688985	-0.949780567394594	0.10397588886916	-0.723700409110629	-0.287204031236769	9.63998316139105	0.000539633647573775	0.000642433705083771
Pou6f2	0.253625751668437	1.26857589771284	0.877045480323863	0.625555142432192	0.756200568034334	9.63927583740741	0.000539831376292117	0.000642623743660042
Gm7162	-0.931771319038689	0.458228851095692	0.197550731860864	-0.370940014526729	-0.161732937652216	9.62771282404477	0.000543075468763457	0.000646439938717941
Gm14429	-0.594785693192126	1.12836108882273	1.12931491616298	0.957384361678437	0.655068668368006	9.61787910404108	0.000545851849038116	0.000649698901822448
Gm10382	0.399657465608162	0.755012474727701	0.267262625163018	0.152887757395568	0.393705080723612	9.60962425542043	0.000548194930084986	0.000652441707997703
1700015H07Rik	-1.57182527863506	-0.266285133462748	-0.507220321799064	-0.510038351657825	-0.713842271388673	9.60914629838154	0.000548330944786195	0.00065255754220763
Gm12743	-1.37315500562943	-1.07067898472242	-0.264953286687036	-0.49516309872066	-0.800987593939886	9.6029093177074	0.000550109357446829	0.00065462780669223
Isg15	0.633100271603031	1.25161483488794	0.358561647443162	0.946622271793829	0.79747475643199	9.59828905648124	0.00055143100885244	0.000656154273461312
Rpl7-ps7	-0.0839764197319774	-0.628667220027419	-0.489284441416666	-0.754938053642895	-0.489216533704739	9.56108989823111	0.000562204618910389	0.000668926728778325
9330020H09Rik	0.329478452551845	-0.272309052367113	0.287720709951311	-0.779763558594554	-0.108718362114628	9.55981706891458	0.000562577468736475	0.000669323140662913
4930515G01Rik	0.710077656136761	0.68127188388392	0.0845336743049114	0.76515530047311	0.560259628699676	9.55824771870026	0.000563037565599848	0.000669823290941785
Sult5a1	1.1558535221463	1.13917570255769	1.1316095569942	1.19964228159732	1.15657026582388	9.53886338798685	0.000568756031171663	0.000676578600590481
Dcdc2a	0.570020929353468	0.306612032980133	0.828267959673267	1.06973111254304	0.693658008637476	9.52926187273729	0.00057161296454908	0.000679929187097978
Tnfrsf11a	0.0150057493508074	0.679929139287515	0.535343377701254	0.90447692730981	0.533688798412347	9.51936169700037	0.000574575867709116	0.000683405342405307
Ccdc152	-0.389322070253947	0.773528017982889	0.839198304030596	0.493365239175629	0.429192372733792	9.51426406501555	0.000576108285678142	0.000685179696413286
Nr2c2ap	0.642971251800029	0.521268613476597	0.599624141205862	0.335426061125605	0.524822516902023	9.48394655295635	0.000585318747080752	0.000696084841501166
5730408A14Rik	-0.984167662116761	0.622187758066808	0.778501163129348	1.09412171805913	0.377660744284633	9.46641325864971	0.000590721740802625	0.00070246077285095
Cntn2	0.46276728825681	0.877740566291194	0.573295433394415	0.933211530256257	0.711753704549669	9.46427125025658	0.000591385693552137	0.000703200739735206
Mndal	0.134619730679804	1.00235386739643	0.705656101283959	0.712137812980963	0.638691878085288	9.46208139000102	0.000592065356305821	0.000703959281320336
Gm17213	-1.36366304307968	-0.0578520733884525	-0.245293174377145	-0.555181413068281	-0.555497425978389	9.45161316416533	0.000595326657265825	0.000707787039409506
Rpl28-ps3	0.12677868795247	-1.16132150456859	-0.510823602354095	-1.29375761001237	-0.709781007245648	9.41361424449106	0.000607337817000128	0.000722016278498813
